id,symbol,start_date,end_date,start_price,end_price,return_pct,market_cap_at_start,sector,industry,peak_date,peak_price,peak_return_pct,52w_low_before,accumulation_distribution_ratio,accumulation_signal,avg_vix,buy_signals,daily_volatility_pct,days_below_10,days_below_20,days_from_start_to_buy_signal,entry_price,first_buy_signal_date,first_buy_signal_price,first_price_breakout_date,first_price_breakout_type,first_volume_breakout_date,first_volume_breakout_ratio,fmp_data_available,institutional_pct,max_daily_move_6m_pct,monthly_prices_prior,pct_above_52w_low,price_breakout_days,prior_year_trend_pct,return_from_buy_signal_to_peak_pct,short_pct_of_float,spy_return_same_period,volume_breakout_days,volume_ratio_3m_vs_12m
20,DKNG,2019-10-03,2020-10-02,9.89,63.78,544.89,4902896332.0,Consumer Cyclical,Gambling,2020-10-02,63.78,544.89,9.76,1.58,Yes,26.36,[],0.1906,49,49,,9.92,,,2020-09-14,52w_high,2019-10-16,11.84,No,0.90109,0.72,"{""M07"": 9.8, ""M08"": 9.8086, ""M09"": 9.855, ""M10"": 9.92}",1.64,"[{""date"": ""2020-09-14"", ""type"": ""52w_high"", ""price"": 48.62}, {""date"": ""2020-09-16"", ""type"": ""52w_high"", ""price"": 51.03}, {""date"": ""2020-09-28"", ""type"": ""52w_high"", ""price"": 56.89}, {""date"": ""2020-09-30"", ""type"": ""52w_high"", ""price"": 58.84}]",0.71,,0.085,18.3,"[{""date"": ""2019-10-16"", ""volume_ratio"": 11.84, ""price"": 9.926, ""change_pct"": -0.24}, {""date"": ""2019-11-14"", ""volume_ratio"": 8.73, ""price"": 10.09, ""change_pct"": 0.04}, {""date"": ""2019-12-18"", ""volume_ratio"": 4.33, ""price"": 10.14, ""change_pct"": 0.5}, {""date"": ""2019-12-19"", ""volume_ratio"": 4.38, ""price"": 10.18, ""change_pct"": 0.39}, {""date"": ""2019-12-23"", ""volume_ratio"": 17.6, ""price"": 10.84, ""change_pct"": 6.59}, {""date"": ""2020-01-09"", ""volume_ratio"": 4.91, ""price"": 12.25, ""change_pct"": 8.79}, {""date"": ""2020-03-12"", ""volume_ratio"": 3.71, ""price"": 11.17, ""change_pct"": -22.97}, {""date"": ""2020-05-15"", ""volume_ratio"": 3.02, ""price"": 29.23, ""change_pct"": 15.49}]",1.0
57,SGI,2020-03-18,2021-03-18,5.7047,36.3426,537.06,1199930158.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2021-03-15,37.2075,552.22,7.9287,0.61,No,29.04,[],3.2643,2,179,,7.9287,,,2020-11-05,52w_high,2020-09-14,3.12,No,1.04928,28.58,"{""M01"": 20.8765, ""M02"": 21.2643, ""M03"": 14.3198, ""M04"": 14.4298, ""M05"": 14.9691, ""M06"": 16.5677, ""M07"": 18.313, ""M08"": 18.1729, ""M09"": 18.0743, ""M10"": 18.7808, ""M11"": 20.2917, ""M12"": 20.5331}",0.0,"[{""date"": ""2020-11-05"", ""type"": ""52w_high"", ""price"": 23.1531}, {""date"": ""2020-11-16"", ""type"": ""52w_high"", ""price"": 23.165}, {""date"": ""2020-11-19"", ""type"": ""52w_high"", ""price"": 24.2367}, {""date"": ""2020-12-11"", ""type"": ""52w_high"", ""price"": 24.9907}, {""date"": ""2020-12-15"", ""type"": ""52w_high"", ""price"": 25.9201}, {""date"": ""2020-12-17"", ""type"": ""52w_high"", ""price"": 25.9391}, {""date"": ""2020-12-24"", ""type"": ""52w_high"", ""price"": 26.6125}, {""date"": ""2021-01-11"", ""type"": ""52w_high"", ""price"": 26.8875}, {""date"": ""2021-02-08"", ""type"": ""52w_high"", ""price"": 27.8739}, {""date"": ""2021-02-11"", ""type"": ""52w_high"", ""price"": 30.5199}]",22.18,,0.0717,68.62,"[{""date"": ""2020-09-14"", ""volume_ratio"": 3.12, ""price"": 22.0316, ""change_pct"": 8.39}]",1.32
44,PINS,2020-03-18,2021-03-18,10.92,69.39,535.44,5260713363.0,Communication Services,Internet Content & Information,2021-02-16,89.15,716.39,11.64,0.69,No,29.04,[],4.119,0,53,,12.65,,,2020-09-22,52w_high,2020-07-31,6.77,No,1.2174801,18.66,"{""M01"": 21.1395, ""M02"": 22.5768, ""M03"": 16.4033, ""M04"": 28.2412, ""M05"": 27.4368, ""M06"": 26.828, ""M07"": 26.9473, ""M08"": 33.555, ""M09"": 29.2895, ""M10"": 26.0639, ""M11"": 19.816, ""M12"": 18.3733}",8.68,"[{""date"": ""2020-09-22"", ""type"": ""52w_high"", ""price"": 40.55}, {""date"": ""2020-09-28"", ""type"": ""52w_high"", ""price"": 40.98}, {""date"": ""2020-09-30"", ""type"": ""52w_high"", ""price"": 41.51}, {""date"": ""2020-10-19"", ""type"": ""52w_high"", ""price"": 45.82}, {""date"": ""2020-10-21"", ""type"": ""52w_high"", ""price"": 49.38}, {""date"": ""2020-10-29"", ""type"": ""52w_high"", ""price"": 62.51}, {""date"": ""2020-11-05"", ""type"": ""52w_high"", ""price"": 63.47}, {""date"": ""2020-11-19"", ""type"": ""52w_high"", ""price"": 65.95}, {""date"": ""2020-11-25"", ""type"": ""52w_high"", ""price"": 67.42}, {""date"": ""2020-12-07"", ""type"": ""52w_high"", ""price"": 70.31}]",-35.91,,0.18879999,68.62,"[{""date"": ""2020-07-31"", ""volume_ratio"": 6.77, ""price"": 34.29, ""change_pct"": 36.13}]",1.49
32,LAD,2020-03-18,2021-03-18,60.8398,386.5315,535.33,1387501528.0,Consumer Cyclical,Auto & Truck Dealerships,2021-03-17,399.916,557.33,72.378,0.68,No,29.04,"[{""date"": ""2020-10-01"", ""volume_ratio"": 6.37, ""price_breakout_type"": ""52w_high"", ""price"": 237.8424}, {""date"": ""2020-10-01"", ""volume_ratio"": 6.37, ""price_breakout_type"": ""52w_high"", ""price"": 237.8424}, {""date"": ""2020-10-02"", ""volume_ratio"": 3.7, ""price_breakout_type"": ""52w_high"", ""price"": 261.6873}, {""date"": ""2020-10-02"", ""volume_ratio"": 3.7, ""price_breakout_type"": ""52w_high"", ""price"": 261.6873}]",2.747,0,0,197,72.378,2020-10-01,237.8424,2020-10-05,52w_high,2020-07-22,3.99,No,1.15509,20.27,"{""M01"": 135.6427, ""M02"": 126.0238, ""M03"": 92.114, ""M04"": 94.4339, ""M05"": 108.8947, ""M06"": 112.7195, ""M07"": 117.4115, ""M08"": 123.232, ""M09"": 125.4257, ""M10"": 130.1174, ""M11"": 153.9637, ""M12"": 148.8432}",0.0,"[{""date"": ""2020-10-05"", ""type"": ""52w_high"", ""price"": 271.9713}, {""date"": ""2020-10-07"", ""type"": ""52w_high"", ""price"": 273.5231}, {""date"": ""2020-11-23"", ""type"": ""52w_high"", ""price"": 282.7869}, {""date"": ""2021-01-06"", ""type"": ""52w_high"", ""price"": 302.0761}, {""date"": ""2021-01-12"", ""type"": ""52w_high"", ""price"": 313.0379}, {""date"": ""2021-01-20"", ""type"": ""52w_high"", ""price"": 315.7011}, {""date"": ""2021-02-04"", ""type"": ""52w_high"", ""price"": 345.6724}, {""date"": ""2021-03-10"", ""type"": ""52w_high"", ""price"": 382.2824}, {""date"": ""2021-03-15"", ""type"": ""52w_high"", ""price"": 386.2804}]",22.37,68.14,0.1705,68.62,"[{""date"": ""2020-07-22"", ""volume_ratio"": 3.99, ""price"": 202.8343, ""change_pct"": 20.54}, {""date"": ""2020-08-31"", ""volume_ratio"": 8.79, ""price"": 239.9532, ""change_pct"": 0.56}, {""date"": ""2020-10-01"", ""volume_ratio"": 6.37, ""price"": 237.8424, ""change_pct"": 8.26}, {""date"": ""2020-10-02"", ""volume_ratio"": 3.7, ""price"": 261.6873, ""change_pct"": 10.03}]",1.05
56,SE,2019-10-22,2020-10-21,26.7,168.38,530.64,15137744664.0,Consumer Cyclical,Internet Retail,2020-10-13,172.4,545.69,10.72,0.74,No,26.94,[],3.8784,0,86,,27.23,,,2020-04-24,52w_high,2019-11-12,3.64,No,0.70901,24.06,"{""M01"": 12.5648, ""M02"": 16.2289, ""M03"": 23.6481, ""M04"": 23.5543, ""M05"": 26.6127, ""M06"": 31.3805, ""M07"": 35.4636, ""M08"": 33.7309, ""M09"": 31.3505, ""M10"": 23.207, ""M11"": 12.7476, ""M12"": 11.7295}",154.01,"[{""date"": ""2020-04-24"", ""type"": ""52w_high"", ""price"": 54.39}, {""date"": ""2020-04-29"", ""type"": ""52w_high"", ""price"": 55.52}, {""date"": ""2020-05-05"", ""type"": ""52w_high"", ""price"": 57.93}, {""date"": ""2020-05-08"", ""type"": ""52w_high"", ""price"": 62.49}, {""date"": ""2020-05-18"", ""type"": ""52w_high"", ""price"": 69.49}, {""date"": ""2020-05-20"", ""type"": ""52w_high"", ""price"": 72.4}, {""date"": ""2020-06-02"", ""type"": ""52w_high"", ""price"": 86.86}, {""date"": ""2020-06-05"", ""type"": ""52w_high"", ""price"": 89.7}, {""date"": ""2020-06-10"", ""type"": ""52w_high"", ""price"": 92.16}, {""date"": ""2020-06-12"", ""type"": ""52w_high"", ""price"": 92.98}]",132.82,,0.0575,17.06,"[{""date"": ""2019-11-12"", ""volume_ratio"": 3.64, ""price"": 36.76, ""change_pct"": 18.58}]",1.07
22,ENPH,2020-03-20,2021-03-22,26.0,161.11,519.65,3426753720.0,Technology,Solar,2021-01-07,213.76,722.15,8.71,1.51,Yes,28.62,"[{""date"": ""2021-01-05"", ""volume_ratio"": 7.45, ""price_breakout_type"": ""52w_high"", ""price"": 203.38}]",6.0413,22,99,291,26.25,2021-01-05,203.38,2020-09-29,52w_high,2020-06-18,3.28,No,1.06011,42.44,"{""M01"": 31.0681, ""M02"": 45.0711, ""M03"": 30.1881, ""M04"": 9.7948, ""M05"": 14.4755, ""M06"": 17.138, ""M07"": 20.4136, ""M08"": 31.6241, ""M09"": 24.772, ""M10"": 23.6087, ""M11"": 19.3395, ""M12"": 25.0862}",201.38,"[{""date"": ""2020-09-29"", ""type"": ""52w_high"", ""price"": 80.8}, {""date"": ""2020-10-09"", ""type"": ""52w_high"", ""price"": 109.18}, {""date"": ""2020-10-15"", ""type"": ""52w_high"", ""price"": 110.71}, {""date"": ""2020-11-05"", ""type"": ""52w_high"", ""price"": 120.26}, {""date"": ""2020-11-17"", ""type"": ""52w_high"", ""price"": 125.12}, {""date"": ""2020-11-19"", ""type"": ""52w_high"", ""price"": 128.89}, {""date"": ""2020-12-14"", ""type"": ""52w_high"", ""price"": 145.07}, {""date"": ""2021-01-05"", ""type"": ""52w_high"", ""price"": 181.48}]",365.48,5.1,0.24180001,72.96,"[{""date"": ""2020-06-18"", ""volume_ratio"": 3.28, ""price"": 45.72, ""change_pct"": 17.11}, {""date"": ""2020-09-18"", ""volume_ratio"": 3.63, ""price"": 68.27, ""change_pct"": 2.09}, {""date"": ""2021-01-06"", ""volume_ratio"": 7.45, ""price"": 203.38, ""change_pct"": 12.07}]",1.36
70,WKHS,2014-12-12,2015-12-14,3900.0,24000.0,515.38,42483569700.0,Consumer Cyclical,Auto Manufacturers,2015-12-11,28050.0,619.23,2460.0,0.5,No,16.64,[],9.2534,0,0,,4650.0,,,2015-08-07,ma200_cross,2014-12-19,3.0,No,0.0068300003,49.7,"{""M01"": 3565.7143, ""M02"": 3827.3684, ""M03"": 3418.5714, ""M04"": 3297.1429, ""M05"": 3785.7143, ""M06"": 3412.8571, ""M07"": 3255.0, ""M08"": 3372.8571, ""M09"": 6477.1429, ""M10"": 5103.913, ""M11"": 5202.6316, ""M12"": 4130.4545}",89.02,"[{""date"": ""2015-08-07"", ""type"": ""ma200_cross"", ""price"": 8250.0}, {""date"": ""2015-09-01"", ""type"": ""52w_high"", ""price"": 12300.0}, {""date"": ""2015-09-09"", ""type"": ""52w_high"", ""price"": 18300.0}, {""date"": ""2015-12-07"", ""type"": ""52w_high"", ""price"": 19170.0}, {""date"": ""2015-12-09"", ""type"": ""52w_high"", ""price"": 19800.0}, {""date"": ""2015-12-11"", ""type"": ""52w_high"", ""price"": 28050.0}]",28.27,,0.040799998,2.52,"[{""date"": ""2014-12-19"", ""volume_ratio"": 3.0, ""price"": 4500.0, ""change_pct"": 11.11}, {""date"": ""2014-12-22"", ""volume_ratio"": 4.35, ""price"": 5400.0, ""change_pct"": 20.0}, {""date"": ""2014-12-26"", ""volume_ratio"": 8.5, ""price"": 3960.0, ""change_pct"": -24.57}, {""date"": ""2015-01-29"", ""volume_ratio"": 5.41, ""price"": 6000.0, ""change_pct"": 6.38}, {""date"": ""2015-03-03"", ""volume_ratio"": 3.75, ""price"": 10350.0, ""change_pct"": 3.29}, {""date"": ""2015-04-13"", ""volume_ratio"": 5.85, ""price"": 11700.0, ""change_pct"": 14.71}, {""date"": ""2015-04-24"", ""volume_ratio"": 3.9, ""price"": 10800.0, ""change_pct"": 20.0}, {""date"": ""2015-08-07"", ""volume_ratio"": 7.74, ""price"": 8250.0, ""change_pct"": 37.5}, {""date"": ""2015-09-01"", ""volume_ratio"": 4.57, ""price"": 12300.0, ""change_pct"": 28.12}, {""date"": ""2015-09-09"", ""volume_ratio"": 5.54, ""price"": 18300.0, ""change_pct"": 49.51}]",0.62
10,BILI,2020-01-24,2021-01-25,21.82,134.27,515.35,7351673759.0,Communication Services,Internet Content & Information,2021-01-25,134.27,515.35,13.44,1.29,No,29.9,"[{""date"": ""2020-11-19"", ""volume_ratio"": 4.04, ""price_breakout_type"": ""52w_high"", ""price"": 58.46}]",2.5998,0,236,300,22.51,2020-11-19,58.46,2020-08-26,52w_high,2020-11-19,4.04,No,0.090150006,12.51,"{""M01"": 21.2171, ""M02"": 18.3768, ""M03"": 18.2438, ""M04"": 17.7133, ""M05"": 15.7041, ""M06"": 14.9875, ""M07"": 16.0795, ""M08"": 14.1764, ""M09"": 14.7735, ""M10"": 14.547, ""M11"": 16.6345, ""M12"": 17.7024}",67.49,"[{""date"": ""2020-08-26"", ""type"": ""52w_high"", ""price"": 48.72}, {""date"": ""2020-09-01"", ""type"": ""52w_high"", ""price"": 52.25}, {""date"": ""2020-11-19"", ""type"": ""52w_high"", ""price"": 58.46}, {""date"": ""2020-11-27"", ""type"": ""52w_high"", ""price"": 64.86}, {""date"": ""2020-12-04"", ""type"": ""52w_high"", ""price"": 67.79}, {""date"": ""2020-12-10"", ""type"": ""52w_high"", ""price"": 75.71}, {""date"": ""2020-12-16"", ""type"": ""52w_high"", ""price"": 78.83}, {""date"": ""2020-12-30"", ""type"": ""52w_high"", ""price"": 94.35}, {""date"": ""2021-01-04"", ""type"": ""52w_high"", ""price"": 94.74}, {""date"": ""2021-01-13"", ""type"": ""52w_high"", ""price"": 119.31}]",20.76,129.68,0.046,18.63,"[{""date"": ""2020-11-19"", ""volume_ratio"": 4.04, ""price"": 58.46, ""change_pct"": 22.17}]",1.03
2,ALAB,2024-09-09,2025-09-11,38.03,232.9,512.41,6518643920.0,Technology,Semiconductors,2025-09-11,232.9,512.41,36.37,0.81,No,18.92,[],5.4497,0,0,,40.0,,,2025-05-12,ma200_cross,2024-10-09,3.46,No,0.83461,21.43,"{""M03"": 74.0957, ""M04"": 72.8014, ""M05"": 72.1555, ""M06"": 62.1237, ""M07"": 53.3493, ""M08"": 41.6161, ""M09"": 40.6225}",9.98,"[{""date"": ""2025-05-12"", ""type"": ""ma200_cross"", ""price"": 80.28}, {""date"": ""2025-08-06"", ""type"": ""52w_high"", ""price"": 174.39}, {""date"": ""2025-08-08"", ""type"": ""52w_high"", ""price"": 179.28}, {""date"": ""2025-09-08"", ""type"": ""52w_high"", ""price"": 216.1}, {""date"": ""2025-09-10"", ""type"": ""52w_high"", ""price"": 230.37}]",-42.62,,0.111099996,20.85,"[{""date"": ""2024-10-09"", ""volume_ratio"": 3.46, ""price"": 61.22, ""change_pct"": 15.6}, {""date"": ""2024-11-05"", ""volume_ratio"": 4.72, ""price"": 95.91, ""change_pct"": 37.7}]",0.93
1,AA,2020-05-15,2021-05-17,6.3511,38.7931,510.81,1675990985.0,Basic Materials,Aluminum,2021-05-11,39.4034,520.42,5.2258,0.53,No,24.8,[],4.3291,48,157,,6.4941,,,2020-12-01,52w_high,,,No,0.8707,28.22,"{""M01"": 17.1842, ""M02"": 14.5928, ""M03"": 7.8734, ""M04"": 6.9214, ""M05"": 15.0735, ""M06"": 21.0725, ""M07"": 21.8707, ""M08"": 17.674, ""M09"": 19.9482, ""M10"": 19.1076, ""M11"": 20.3082, ""M12"": 19.8956}",24.27,"[{""date"": ""2020-12-01"", ""type"": ""52w_high"", ""price"": 20.8174}, {""date"": ""2020-12-04"", ""type"": ""52w_high"", ""price"": 22.6293}, {""date"": ""2020-12-10"", ""type"": ""52w_high"", ""price"": 22.8963}, {""date"": ""2021-01-06"", ""type"": ""52w_high"", ""price"": 24.0407}, {""date"": ""2021-02-24"", ""type"": ""52w_high"", ""price"": 25.9383}, {""date"": ""2021-03-02"", ""type"": ""52w_high"", ""price"": 26.2244}, {""date"": ""2021-03-10"", ""type"": ""52w_high"", ""price"": 30.4966}, {""date"": ""2021-03-26"", ""type"": ""52w_high"", ""price"": 31.2595}, {""date"": ""2021-03-30"", ""type"": ""52w_high"", ""price"": 31.4407}, {""date"": ""2021-04-14"", ""type"": ""52w_high"", ""price"": 31.8412}]",-66.31,,0.0227,47.85,[],1.76
48,PTON,2019-10-14,2020-10-13,21.47,130.97,510.01,8956322165.0,Consumer Cyclical,Leisure,2020-10-13,130.97,510.01,,0.2,No,26.61,[],,,,,,,,2020-09-25,52w_high,2020-02-24,4.4,No,0.96307,,,,"[{""date"": ""2020-09-25"", ""type"": ""52w_high"", ""price"": 97.73}, {""date"": ""2020-09-29"", ""type"": ""52w_high"", ""price"": 100.47}, {""date"": ""2020-10-01"", ""type"": ""52w_high"", ""price"": 105.2}, {""date"": ""2020-10-09"", ""type"": ""52w_high"", ""price"": 123.02}]",,,0.1348,21.39,"[{""date"": ""2020-02-24"", ""volume_ratio"": 4.4, ""price"": 26.5, ""change_pct"": 3.96}, {""date"": ""2020-09-08"", ""volume_ratio"": 3.17, ""price"": 85.6, ""change_pct"": 6.16}]",
24,EXEL,2016-03-15,2017-03-15,3.78,22.8,503.17,950122214.0,Healthcare,Biotechnology,2017-02-17,23.12,511.64,2.49,0.59,No,13.82,[],5.0515,252,252,,4.22,,,2016-11-10,52w_high,2016-08-04,3.92,No,1.12835,10.53,"{""M01"": 4.6295, ""M02"": 4.1875, ""M03"": 3.2759, ""M04"": 2.9433, ""M05"": 3.2215, ""M06"": 3.5727, ""M07"": 4.5832, ""M08"": 5.8219, ""M09"": 5.959, ""M10"": 5.7882, ""M11"": 5.7795, ""M12"": 5.2364}",69.48,"[{""date"": ""2016-11-10"", ""type"": ""52w_high"", ""price"": 15.74}, {""date"": ""2016-11-18"", ""type"": ""52w_high"", ""price"": 16.96}, {""date"": ""2016-12-02"", ""type"": ""52w_high"", ""price"": 17.37}, {""date"": ""2017-01-10"", ""type"": ""52w_high"", ""price"": 18.91}, {""date"": ""2017-02-03"", ""type"": ""52w_high"", ""price"": 20.26}, {""date"": ""2017-02-07"", ""type"": ""52w_high"", ""price"": 20.57}, {""date"": ""2017-02-16"", ""type"": ""52w_high"", ""price"": 22.65}]",44.78,,0.15100001,19.69,"[{""date"": ""2016-08-04"", ""volume_ratio"": 3.92, ""price"": 11.07, ""change_pct"": 17.89}]",0.99
