id,symbol,start_date,end_date,start_price,end_price,return_pct,market_cap_at_start,sector,industry,peak_date,peak_price,peak_return_pct,52w_low_before,accumulation_distribution_ratio,accumulation_signal,avg_vix,buy_signals,daily_volatility_pct,days_below_10,days_below_20,days_from_start_to_buy_signal,entry_price,first_buy_signal_date,first_buy_signal_price,first_price_breakout_date,first_price_breakout_type,first_volume_breakout_date,first_volume_breakout_ratio,fmp_data_available,institutional_pct,max_daily_move_6m_pct,monthly_prices_prior,pct_above_52w_low,price_breakout_days,prior_year_trend_pct,return_from_buy_signal_to_peak_pct,short_pct_of_float,spy_return_same_period,volume_breakout_days,volume_ratio_3m_vs_12m
42,OVV,2020-03-09,2021-03-09,1.8437,22.708,1131.68,522385593.0,Energy,Oil & Gas E&P,2021-03-05,24.562,1232.25,6.594,0.49,No,30.23,[],3.691,8,163,,6.594,,,2020-10-22,ma200_cross,2020-09-18,3.33,No,0.83179003,16.63,"{""M01"": 17.0077, ""M02"": 12.5917, ""M03"": 24.2364, ""M04"": 29.675, ""M05"": 26.3582, ""M06"": 20.4592, ""M07"": 19.2827, ""M08"": 17.711, ""M09"": 19.6786, ""M10"": 17.5159, ""M11"": 17.8434, ""M12"": 17.8215}",0.0,"[{""date"": ""2020-10-22"", ""type"": ""ma200_cross"", ""price"": 8.7662}, {""date"": ""2020-10-30"", ""type"": ""ma200_cross"", ""price"": 8.073}, {""date"": ""2021-02-03"", ""type"": ""52w_high"", ""price"": 16.1128}, {""date"": ""2021-02-11"", ""type"": ""52w_high"", ""price"": 18.1434}, {""date"": ""2021-02-23"", ""type"": ""52w_high"", ""price"": 20.6155}, {""date"": ""2021-03-01"", ""type"": ""52w_high"", ""price"": 21.6485}]",-61.45,,0.040799998,41.8,"[{""date"": ""2020-09-18"", ""volume_ratio"": 3.33, ""price"": 8.9417, ""change_pct"": 3.03}]",0.93
6,ASTS,2024-04-30,2025-05-02,2.21,26.42,1095.48,660080004.0,Technology,Communication Equipment,2024-08-19,38.6,1646.61,2.01,0.64,No,18.14,[],5.7533,251,251,,2.33,,,2025-01-31,ma200_cross,2024-05-16,12.38,No,0.46372002,25.72,"{""M01"": 3.9231, ""M02"": 3.1458, ""M03"": 2.972, ""M04"": 2.1883, ""M05"": 5.1418, ""M06"": 5.8419, ""M07"": 4.183, ""M08"": 4.0493, ""M09"": 3.8695, ""M10"": 3.2782, ""M11"": 4.3433, ""M12"": 5.4945}",15.92,"[{""date"": ""2025-01-31"", ""type"": ""ma200_cross"", ""price"": 20.24}, {""date"": ""2025-04-09"", ""type"": ""ma200_cross"", ""price"": 24.14}]",-57.63,,0.2133,12.67,"[{""date"": ""2024-05-16"", ""volume_ratio"": 12.38, ""price"": 4.03, ""change_pct"": 68.62}, {""date"": ""2024-05-17"", ""volume_ratio"": 4.59, ""price"": 4.54, ""change_pct"": 12.66}, {""date"": ""2024-05-29"", ""volume_ratio"": 6.76, ""price"": 9.02, ""change_pct"": 69.23}, {""date"": ""2024-08-15"", ""volume_ratio"": 4.86, ""price"": 31.36, ""change_pct"": 50.7}, {""date"": ""2024-08-16"", ""volume_ratio"": 3.66, ""price"": 31.03, ""change_pct"": -1.05}, {""date"": ""2025-01-23"", ""volume_ratio"": 4.88, ""price"": 19.8, ""change_pct"": -11.96}]",1.27
49,QXO,2023-06-08,2024-06-10,19.7544,235.61,1092.7,14320516379.0,Industrials,Industrial Distribution,2024-06-10,235.61,1092.7,14.8158,0.59,No,14.59,[],4.0999,0,116,,19.5011,,,2023-12-27,52w_high,2023-07-19,4.01,No,1.03152,14.19,"{""M01"": 20.3812, ""M02"": 22.0837, ""M03"": 19.1074, ""M04"": 20.2176, ""M05"": 19.6738, ""M06"": 17.1373, ""M07"": 18.1556, ""M08"": 21.863, ""M09"": 17.8157, ""M10"": 24.7502, ""M11"": 24.8045, ""M12"": 20.4991}",31.62,"[{""date"": ""2023-12-27"", ""type"": ""52w_high"", ""price"": 86.9752}, {""date"": ""2024-01-04"", ""type"": ""52w_high"", ""price"": 123.2981}, {""date"": ""2024-06-06"", ""type"": ""52w_high"", ""price"": 220.0}]",19.15,,0.1238,26.24,"[{""date"": ""2023-07-19"", ""volume_ratio"": 4.01, ""price"": 21.084, ""change_pct"": -6.72}, {""date"": ""2023-07-27"", ""volume_ratio"": 4.09, ""price"": 22.287, ""change_pct"": 5.07}, {""date"": ""2023-07-28"", ""volume_ratio"": 6.5, ""price"": 23.1101, ""change_pct"": 3.69}, {""date"": ""2023-08-10"", ""volume_ratio"": 5.09, ""price"": 25.1995, ""change_pct"": 5.01}, {""date"": ""2023-09-27"", ""volume_ratio"": 4.41, ""price"": 20.0609, ""change_pct"": 0.33}, {""date"": ""2023-11-02"", ""volume_ratio"": 4.77, ""price"": 21.3939, ""change_pct"": 2.88}, {""date"": ""2023-12-04"", ""volume_ratio"": 19.91, ""price"": 83.2429, ""change_pct"": 240.33}, {""date"": ""2024-04-15"", ""volume_ratio"": 5.05, ""price"": 92.6402, ""change_pct"": 9.54}, {""date"": ""2024-05-28"", ""volume_ratio"": 4.87, ""price"": 118.0996, ""change_pct"": 10.82}, {""date"": ""2024-06-05"", ""volume_ratio"": 4.1, ""price"": 130.48, ""change_pct"": -0.17}]",0.06
53,RIOT,2016-12-19,2017-12-19,3.2461,38.6,1089.13,1227516708.0,Financial Services,Capital Markets,2017-12-19,38.6,1089.13,2.06,5.34,Yes,11.16,"[{""date"": ""2017-08-31"", ""volume_ratio"": 3.31, ""price_breakout_type"": ""ma200_cross"", ""price"": 3.5314}]",6.384,183,183,255,3.3531,2017-08-31,3.5314,2017-08-31,ma200_cross,2017-03-10,4.4,Yes,0.79917,46.67,"{""M03"": 2.4078, ""M04"": 2.6606, ""M05"": 2.9614, ""M06"": 3.1136, ""M07"": 3.105, ""M08"": 2.922, ""M09"": 3.3433, ""M10"": 2.3543, ""M11"": 2.4322, ""M12"": 3.5571}",62.77,"[{""date"": ""2017-08-31"", ""type"": ""ma200_cross"", ""price"": 3.5314}, {""date"": ""2017-09-19"", ""type"": ""52w_high"", ""price"": 4.1022}, {""date"": ""2017-09-28"", ""type"": ""52w_high"", ""price"": 4.441}, {""date"": ""2017-10-09"", ""type"": ""52w_high"", ""price"": 7.7941}, {""date"": ""2017-10-20"", ""type"": ""52w_high"", ""price"": 8.49}, {""date"": ""2017-11-20"", ""type"": ""52w_high"", ""price"": 10.35}, {""date"": ""2017-12-12"", ""type"": ""52w_high"", ""price"": 28.2}, {""date"": ""2017-12-15"", ""type"": ""52w_high"", ""price"": 28.5}]",19.25,993.05,0.1423,21.23,"[{""date"": ""2017-03-10"", ""volume_ratio"": 4.4, ""price"": 3.0677, ""change_pct"": 5.85}, {""date"": ""2017-03-29"", ""volume_ratio"": 6.25, ""price"": 3.5787, ""change_pct"": 14.33}, {""date"": ""2017-03-30"", ""volume_ratio"": 3.96, ""price"": 3.5225, ""change_pct"": -1.57}, {""date"": ""2017-05-31"", ""volume_ratio"": 3.34, ""price"": 3.469, ""change_pct"": 4.99}, {""date"": ""2017-08-31"", ""volume_ratio"": 3.31, ""price"": 3.5314, ""change_pct"": 9.7}, {""date"": ""2017-09-07"", ""volume_ratio"": 6.22, ""price"": 3.4779, ""change_pct"": -1.52}, {""date"": ""2017-09-12"", ""volume_ratio"": 4.2, ""price"": 3.5403, ""change_pct"": 4.47}, {""date"": ""2017-09-15"", ""volume_ratio"": 3.03, ""price"": 3.79, ""change_pct"": 4.17}, {""date"": ""2017-10-03"", ""volume_ratio"": 7.15, ""price"": 7.2145, ""change_pct"": 25.52}, {""date"": ""2017-10-09"", ""volume_ratio"": 7.54, ""price"": 7.7941, ""change_pct"": 18.11}]",1.13
13,CAR,2020-11-02,2021-11-02,28.9973,339.3498,1070.28,1024329217.0,Industrials,Rental & Leasing Services,2021-11-02,339.3498,1070.28,7.3918,1.36,No,20.25,[],7.5288,2,55,,31.9901,,,2021-06-08,52w_high,,,No,1.4278301,24.16,"{""M01"": 32.5122, ""M02"": 36.9687, ""M03"": 17.1948, ""M04"": 13.1278, ""M05"": 14.3062, ""M06"": 24.3841, ""M07"": 26.4225, ""M08"": 29.7225, ""M09"": 29.8026, ""M10"": 31.2879, ""M11"": 28.5077, ""M12"": 30.1668}",332.78,"[{""date"": ""2021-06-08"", ""type"": ""52w_high"", ""price"": 87.2769}, {""date"": ""2021-06-11"", ""type"": ""52w_high"", ""price"": 89.5381}, {""date"": ""2021-09-02"", ""type"": ""52w_high"", ""price"": 90.2507}, {""date"": ""2021-09-16"", ""type"": ""52w_high"", ""price"": 93.8611}, {""date"": ""2021-09-22"", ""type"": ""52w_high"", ""price"": 95.0107}, {""date"": ""2021-10-01"", ""type"": ""52w_high"", ""price"": 115.8086}, {""date"": ""2021-10-05"", ""type"": ""52w_high"", ""price"": 122.3548}, {""date"": ""2021-10-08"", ""type"": ""52w_high"", ""price"": 131.3048}, {""date"": ""2021-10-18"", ""type"": ""52w_high"", ""price"": 150.421}]",11.28,,0.8056,41.28,[],0.61
62,SOUN,2023-12-26,2024-12-26,2.13,24.23,1037.56,838671357.0,Technology,Software - Application,2024-12-26,24.23,1037.56,0.989,0.91,No,15.55,[],9.9384,250,250,,2.07,,,2024-11-29,52w_high,2024-02-09,4.5,No,0.52902,23.71,"{""M01"": 1.358, ""M02"": 3.5324, ""M03"": 2.2533, ""M04"": 2.7063, ""M05"": 2.7155, ""M06"": 3.4829, ""M07"": 3.293, ""M08"": 2.2674, ""M09"": 2.114, ""M10"": 1.7968, ""M11"": 2.0143, ""M12"": 1.9569}",109.3,"[{""date"": ""2024-11-29"", ""type"": ""52w_high"", ""price"": 9.31}, {""date"": ""2024-12-04"", ""type"": ""52w_high"", ""price"": 10.15}, {""date"": ""2024-12-13"", ""type"": ""52w_high"", ""price"": 16.91}, {""date"": ""2024-12-18"", ""type"": ""52w_high"", ""price"": 20.845}, {""date"": ""2024-12-20"", ""type"": ""52w_high"", ""price"": 21.755}]",76.45,,0.3759,28.04,"[{""date"": ""2024-02-09"", ""volume_ratio"": 4.5, ""price"": 2.26, ""change_pct"": 15.9}, {""date"": ""2024-02-16"", ""volume_ratio"": 3.78, ""price"": 3.82, ""change_pct"": 1.6}, {""date"": ""2024-02-26"", ""volume_ratio"": 3.95, ""price"": 5.75, ""change_pct"": 46.68}, {""date"": ""2024-07-10"", ""volume_ratio"": 4.54, ""price"": 5.07, ""change_pct"": 22.46}, {""date"": ""2024-07-12"", ""volume_ratio"": 3.91, ""price"": 6.2, ""change_pct"": 15.46}, {""date"": ""2024-12-05"", ""volume_ratio"": 3.01, ""price"": 13.33, ""change_pct"": 31.33}, {""date"": ""2024-12-06"", ""volume_ratio"": 3.02, ""price"": 15.01, ""change_pct"": 12.6}]",0.61
5,APP,2024-02-13,2025-02-14,45.83,510.13,1013.09,14011697560.0,Communication Services,Advertising Agencies,2025-02-14,510.13,1013.09,12.31,1.27,No,15.98,"[{""date"": ""2024-11-07"", ""volume_ratio"": 4.17, ""price_breakout_type"": ""52w_high"", ""price"": 246.53}, {""date"": ""2024-11-07"", ""volume_ratio"": 3.0, ""price_breakout_type"": ""52w_high"", ""price"": 290.01}, {""date"": ""2024-11-08"", ""volume_ratio"": 3.0, ""price_breakout_type"": ""52w_high"", ""price"": 290.01}, {""date"": ""2024-11-15"", ""volume_ratio"": 3.66, ""price_breakout_type"": ""52w_high"", ""price"": 291.09}]",3.7435,0,61,268,47.06,2024-11-07,246.53,2024-08-21,52w_high,2024-02-15,3.48,No,0.83026004,11.96,"{""M01"": 41.494, ""M02"": 27.9084, ""M03"": 13.7552, ""M04"": 16.2295, ""M05"": 21.4268, ""M06"": 23.8602, ""M07"": 28.2735, ""M08"": 37.007, ""M09"": 40.9105, ""M10"": 38.7205, ""M11"": 39.5819, ""M12"": 39.3245}",282.29,"[{""date"": ""2024-08-21"", ""type"": ""52w_high"", ""price"": 90.89}, {""date"": ""2024-08-29"", ""type"": ""52w_high"", ""price"": 91.61}, {""date"": ""2024-09-11"", ""type"": ""52w_high"", ""price"": 97.57}, {""date"": ""2024-09-19"", ""type"": ""52w_high"", ""price"": 124.0}, {""date"": ""2024-10-02"", ""type"": ""52w_high"", ""price"": 131.36}, {""date"": ""2024-10-10"", ""type"": ""52w_high"", ""price"": 144.84}, {""date"": ""2024-10-21"", ""type"": ""52w_high"", ""price"": 158.85}, {""date"": ""2024-10-25"", ""type"": ""52w_high"", ""price"": 161.63}, {""date"": ""2024-11-07"", ""type"": ""52w_high"", ""price"": 246.53}, {""date"": ""2024-11-15"", ""type"": ""52w_high"", ""price"": 291.09}]",211.53,106.92,0.042600002,24.99,"[{""date"": ""2024-02-15"", ""volume_ratio"": 3.48, ""price"": 58.5, ""change_pct"": 24.81}, {""date"": ""2024-05-09"", ""volume_ratio"": 3.77, ""price"": 84.69, ""change_pct"": 14.45}, {""date"": ""2024-11-07"", ""volume_ratio"": 4.17, ""price"": 246.53, ""change_pct"": 46.27}, {""date"": ""2024-11-08"", ""volume_ratio"": 3.0, ""price"": 290.01, ""change_pct"": 17.64}, {""date"": ""2024-11-15"", ""volume_ratio"": 3.66, ""price"": 291.09, ""change_pct"": 2.32}]",1.04
64,TSLA,2019-08-30,2020-08-31,15.0407,166.1067,1004.38,56488716027.0,Consumer Cyclical,Auto Manufacturers,2020-08-31,166.1067,1004.38,11.9313,0.92,No,25.31,[],3.5877,0,170,,14.7807,,,2020-03-19,ma200_cross,2019-10-24,3.52,Yes,0.46085,13.61,"{""M01"": 21.233, ""M02"": 20.5152, ""M03"": 18.5171, ""M04"": 17.777, ""M05"": 14.6477, ""M06"": 14.2478, ""M07"": 16.1588, ""M08"": 15.4535, ""M09"": 19.3432, ""M10"": 18.9995, ""M11"": 22.9663, ""M12"": 22.9406}",23.88,"[{""date"": ""2020-03-19"", ""type"": ""ma200_cross"", ""price"": 28.5093}, {""date"": ""2020-06-08"", ""type"": ""52w_high"", ""price"": 63.328}, {""date"": ""2020-06-10"", ""type"": ""52w_high"", ""price"": 68.3367}, {""date"": ""2020-06-30"", ""type"": ""52w_high"", ""price"": 71.9873}, {""date"": ""2020-07-09"", ""type"": ""52w_high"", ""price"": 92.952}, {""date"": ""2020-07-15"", ""type"": ""52w_high"", ""price"": 103.0673}, {""date"": ""2020-07-20"", ""type"": ""52w_high"", ""price"": 109.5333}, {""date"": ""2020-08-14"", ""type"": ""52w_high"", ""price"": 110.0473}, {""date"": ""2020-08-20"", ""type"": ""52w_high"", ""price"": 133.4553}, {""date"": ""2020-08-26"", ""type"": ""52w_high"", ""price"": 143.5447}]",-23.24,,0.021300001,22.27,"[{""date"": ""2019-10-24"", ""volume_ratio"": 3.52, ""price"": 19.9787, ""change_pct"": 17.67}, {""date"": ""2019-10-25"", ""volume_ratio"": 3.2, ""price"": 21.8753, ""change_pct"": 9.49}]",0.89
30,INO,2019-06-28,2020-06-29,35.28,380.28,977.89,2878564208.0,Healthcare,Biotechnology,2020-06-29,380.28,977.89,27.48,0.86,No,23.72,"[{""date"": ""2020-01-21"", ""volume_ratio"": 4.41, ""price_breakout_type"": ""52w_high"", ""price"": 42.72}, {""date"": ""2020-03-03"", ""volume_ratio"": 6.12, ""price_breakout_type"": ""52w_high"", ""price"": 89.4}, {""date"": ""2020-03-03"", ""volume_ratio"": 3.54, ""price_breakout_type"": ""52w_high"", ""price"": 117.6}, {""date"": ""2020-03-03"", ""volume_ratio"": 4.72, ""price_breakout_type"": ""52w_high"", ""price"": 169.08}]",3.8578,0,0,207,35.04,2020-01-21,42.72,2020-01-27,52w_high,2019-12-19,5.97,No,0.41919997,21.15,"{""M01"": 57.6571, ""M02"": 50.3053, ""M03"": 43.2286, ""M04"": 46.5429, ""M05"": 41.3727, ""M06"": 32.0743, ""M07"": 51.0457, ""M08"": 54.4435, ""M09"": 62.3179, ""M10"": 63.9183, ""M11"": 61.68, ""M12"": 55.8821}",27.51,"[{""date"": ""2020-01-27"", ""type"": ""52w_high"", ""price"": 63.84}, {""date"": ""2020-03-03"", ""type"": ""52w_high"", ""price"": 89.4}, {""date"": ""2020-04-24"", ""type"": ""52w_high"", ""price"": 175.08}, {""date"": ""2020-05-20"", ""type"": ""52w_high"", ""price"": 189.48}, {""date"": ""2020-06-23"", ""type"": ""52w_high"", ""price"": 258.84}]",-40.39,790.17,0.17879999,4.45,"[{""date"": ""2019-12-19"", ""volume_ratio"": 5.97, ""price"": 41.28, ""change_pct"": 30.8}, {""date"": ""2020-01-21"", ""volume_ratio"": 4.41, ""price"": 42.72, ""change_pct"": 8.21}, {""date"": ""2020-03-03"", ""volume_ratio"": 6.12, ""price"": 89.4, ""change_pct"": 69.7}, {""date"": ""2020-03-05"", ""volume_ratio"": 3.54, ""price"": 117.6, ""change_pct"": 22.04}, {""date"": ""2020-03-06"", ""volume_ratio"": 4.72, ""price"": 169.08, ""change_pct"": 43.78}, {""date"": ""2020-04-24"", ""volume_ratio"": 3.99, ""price"": 175.08, ""change_pct"": 21.28}, {""date"": ""2020-06-23"", ""volume_ratio"": 6.69, ""price"": 258.84, ""change_pct"": 40.98}, {""date"": ""2020-06-24"", ""volume_ratio"": 4.08, ""price"": 286.44, ""change_pct"": 10.66}, {""date"": ""2020-06-25"", ""volume_ratio"": 3.87, ""price"": 375.0, ""change_pct"": 30.92}]",1.06
33,LC,2020-10-30,2021-11-01,4.67,47.61,919.49,538688820.0,Financial Services,Banks - Regional,2021-11-01,47.61,919.49,4.41,0.59,No,20.34,"[{""date"": ""2021-07-29"", ""volume_ratio"": 13.02, ""price_breakout_type"": ""52w_high"", ""price"": 24.02}]",4.5071,164,252,272,4.73,2021-07-29,24.02,2021-07-29,52w_high,2020-11-05,3.18,No,0.94996,11.96,"{""M01"": 12.171, ""M02"": 12.1989, ""M03"": 9.2232, ""M04"": 7.5533, ""M05"": 5.8085, ""M06"": 5.3345, ""M07"": 5.2368, ""M08"": 5.6138, ""M09"": 4.9438, ""M10"": 5.3509, ""M11"": 13.737, ""M12"": 12.7952}",7.26,"[{""date"": ""2021-07-29"", ""type"": ""52w_high"", ""price"": 24.02}, {""date"": ""2021-08-11"", ""type"": ""52w_high"", ""price"": 29.36}, {""date"": ""2021-08-31"", ""type"": ""52w_high"", ""price"": 31.06}, {""date"": ""2021-09-07"", ""type"": ""52w_high"", ""price"": 32.16}, {""date"": ""2021-10-13"", ""type"": ""52w_high"", ""price"": 32.23}, {""date"": ""2021-10-20"", ""type"": ""52w_high"", ""price"": 35.17}, {""date"": ""2021-10-25"", ""type"": ""52w_high"", ""price"": 35.64}, {""date"": ""2021-10-28"", ""type"": ""52w_high"", ""price"": 42.07}]",-63.39,98.21,0.0543,42.62,"[{""date"": ""2020-11-05"", ""volume_ratio"": 3.18, ""price"": 5.56, ""change_pct"": 4.12}, {""date"": ""2020-12-31"", ""volume_ratio"": 6.38, ""price"": 10.56, ""change_pct"": 26.16}, {""date"": ""2021-03-12"", ""volume_ratio"": 3.99, ""price"": 15.08, ""change_pct"": 18.0}, {""date"": ""2021-07-29"", ""volume_ratio"": 13.02, ""price"": 24.02, ""change_pct"": 47.82}]",1.01
54,RKLB,2024-08-07,2025-08-11,4.58,45.02,882.97,2650679534.0,Industrials,Aerospace & Defense,2025-07-18,51.39,1022.05,3.53,1.02,No,19.18,[],3.7565,251,251,,4.715,,,2025-06-23,52w_high,2024-08-15,3.36,No,0.60109,13.13,"{""M01"": 5.1167, ""M02"": 4.486, ""M03"": 4.219, ""M04"": 3.735, ""M05"": 4.2159, ""M06"": 4.6116, ""M07"": 5.2041, ""M08"": 5.8352, ""M09"": 5.179, ""M10"": 4.3427, ""M11"": 4.3514, ""M12"": 4.879}",33.57,"[{""date"": ""2025-06-23"", ""type"": ""52w_high"", ""price"": 32.78}, {""date"": ""2025-06-26"", ""type"": ""52w_high"", ""price"": 36.14}, {""date"": ""2025-07-07"", ""type"": ""52w_high"", ""price"": 38.88}, {""date"": ""2025-07-09"", ""type"": ""52w_high"", ""price"": 39.14}, {""date"": ""2025-07-14"", ""type"": ""52w_high"", ""price"": 43.21}]",-14.06,,0.054899998,24.38,"[{""date"": ""2024-08-15"", ""volume_ratio"": 3.36, ""price"": 5.83, ""change_pct"": 12.55}, {""date"": ""2024-08-16"", ""volume_ratio"": 6.95, ""price"": 6.56, ""change_pct"": 12.52}, {""date"": ""2024-08-19"", ""volume_ratio"": 3.67, ""price"": 7.19, ""change_pct"": 9.6}, {""date"": ""2025-01-21"", ""volume_ratio"": 3.34, ""price"": 31.27, ""change_pct"": 30.29}]",1.05
31,IONQ,2024-09-19,2025-09-23,7.72,75.14,873.32,2881643999.0,Technology,Computer Hardware,2025-09-23,75.14,873.32,6.57,1.09,No,18.85,"[{""date"": ""2025-09-12"", ""volume_ratio"": 4.15, ""price_breakout_type"": ""52w_high"", ""price"": 55.61}]",4.3866,139,251,358,7.83,2025-09-12,55.61,2025-04-07,ma200_cross,2024-09-27,7.08,No,0.57233,9.74,"{""M01"": 11.4714, ""M02"": 10.7765, ""M03"": 9.746, ""M04"": 8.3232, ""M05"": 8.7023, ""M06"": 7.4263, ""M07"": 7.9655, ""M08"": 7.2236, ""M09"": 10.005, ""M10"": 13.2318, ""M11"": 11.9043, ""M12"": 13.5615}",19.18,"[{""date"": ""2025-04-07"", ""type"": ""ma200_cross"", ""price"": 22.75}, {""date"": ""2025-09-12"", ""type"": ""52w_high"", ""price"": 55.61}]",-49.62,35.12,0.2318,18.57,"[{""date"": ""2024-09-27"", ""volume_ratio"": 7.08, ""price"": 9.71, ""change_pct"": 20.47}, {""date"": ""2024-11-07"", ""volume_ratio"": 3.08, ""price"": 22.11, ""change_pct"": 34.41}, {""date"": ""2025-05-22"", ""volume_ratio"": 5.06, ""price"": 45.79, ""change_pct"": 36.52}, {""date"": ""2025-09-12"", ""volume_ratio"": 4.15, ""price"": 55.61, ""change_pct"": 18.19}]",0.69
37,MRNA,2020-02-12,2021-02-11,19.01,183.44,864.97,7542906784.0,Healthcare,Biotechnology,2021-02-08,185.98,878.33,12.26,0.84,No,30.39,"[{""date"": ""2020-11-23"", ""volume_ratio"": 3.39, ""price_breakout_type"": ""52w_high"", ""price"": 152.74}, {""date"": ""2020-11-25"", ""volume_ratio"": 3.39, ""price_breakout_type"": ""52w_high"", ""price"": 152.74}, {""date"": ""2020-11-30"", ""volume_ratio"": 3.39, ""price_breakout_type"": ""52w_high"", ""price"": 152.74}, {""date"": ""2020-11-30"", ""volume_ratio"": 3.39, ""price_breakout_type"": ""52w_high"", ""price"": 152.74}]",3.9409,0,161,285,21.35,2020-11-23,152.74,2020-11-16,52w_high,2020-02-25,7.6,Yes,0.80732,16.9,"{""M01"": 20.2062, ""M02"": 20.9347, ""M03"": 20.4133, ""M04"": 24.5114, ""M05"": 23.5914, ""M06"": 15.9695, ""M07"": 14.2027, ""M08"": 13.62, ""M09"": 16.6655, ""M10"": 15.4363, ""M11"": 18.638, ""M12"": 19.4067}",74.14,"[{""date"": ""2020-11-16"", ""type"": ""52w_high"", ""price"": 97.95}, {""date"": ""2020-11-23"", ""type"": ""52w_high"", ""price"": 101.03}, {""date"": ""2020-11-25"", ""type"": ""52w_high"", ""price"": 109.18}, {""date"": ""2020-12-03"", ""type"": ""52w_high"", ""price"": 157.26}, {""date"": ""2020-12-07"", ""type"": ""52w_high"", ""price"": 159.52}, {""date"": ""2021-01-29"", ""type"": ""52w_high"", ""price"": 173.16}, {""date"": ""2021-02-04"", ""type"": ""52w_high"", ""price"": 173.31}]",2.16,21.76,0.1833,17.77,"[{""date"": ""2020-02-25"", ""volume_ratio"": 7.6, ""price"": 23.76, ""change_pct"": 27.81}, {""date"": ""2020-02-26"", ""volume_ratio"": 6.32, ""price"": 29.16, ""change_pct"": 22.73}, {""date"": ""2020-07-13"", ""volume_ratio"": 3.4, ""price"": 71.78, ""change_pct"": 14.65}, {""date"": ""2020-07-17"", ""volume_ratio"": 3.88, ""price"": 94.85, ""change_pct"": 15.94}, {""date"": ""2020-11-30"", ""volume_ratio"": 3.39, ""price"": 152.74, ""change_pct"": 20.24}]",1.47
18,CVNA,2020-03-20,2021-03-22,5.87,54.784,833.29,4204612820.0,Consumer Cyclical,Auto & Truck Dealerships,2021-03-02,62.968,972.71,5.982,0.82,No,28.62,[],4.8038,5,246,,6.002,,,2020-10-01,52w_high,2020-08-06,5.4,No,1.0873799,26.35,"{""M01"": 17.3043, ""M02"": 18.8368, ""M03"": 11.4356, ""M04"": 12.827, ""M05"": 13.2511, ""M06"": 12.4071, ""M07"": 12.8063, ""M08"": 15.0232, ""M09"": 15.3667, ""M10"": 14.8523, ""M11"": 16.8316, ""M12"": 18.7005}",0.33,"[{""date"": ""2020-10-01"", ""type"": ""52w_high"", ""price"": 47.62}, {""date"": ""2020-11-23"", ""type"": ""52w_high"", ""price"": 48.016}, {""date"": ""2020-11-27"", ""type"": ""52w_high"", ""price"": 49.828}, {""date"": ""2020-12-07"", ""type"": ""52w_high"", ""price"": 51.776}, {""date"": ""2020-12-17"", ""type"": ""52w_high"", ""price"": 54.398}, {""date"": ""2020-12-21"", ""type"": ""52w_high"", ""price"": 55.72}, {""date"": ""2021-01-14"", ""type"": ""52w_high"", ""price"": 59.366}, {""date"": ""2021-02-10"", ""type"": ""52w_high"", ""price"": 59.586}, {""date"": ""2021-02-19"", ""type"": ""52w_high"", ""price"": 61.748}, {""date"": ""2021-03-01"", ""type"": ""52w_high"", ""price"": 62.384}]",15.16,,0.135,72.96,"[{""date"": ""2020-08-06"", ""volume_ratio"": 5.4, ""price"": 44.598, ""change_pct"": 28.07}, {""date"": ""2020-09-22"", ""volume_ratio"": 5.38, ""price"": 45.366, ""change_pct"": 30.61}]",1.35
38,MSTR,2023-11-20,2024-11-20,50.853,473.83,831.76,16822560002.0,Technology,Software - Application,2024-11-20,473.83,831.76,13.663,0.72,No,15.29,[],4.6549,0,31,,48.622,,,2024-09-09,ma200_cross,2024-02-28,3.04,No,0.61035,12.55,"{""M01"": 21.3862, ""M02"": 27.1418, ""M03"": 24.7742, ""M04"": 30.9778, ""M05"": 29.5796, ""M06"": 30.4619, ""M07"": 42.5178, ""M08"": 36.7764, ""M09"": 33.8009, ""M10"": 35.7398, ""M11"": 37.2588, ""M12"": 17.9032}",255.87,"[{""date"": ""2024-09-09"", ""type"": ""ma200_cross"", ""price"": 124.82}, {""date"": ""2024-10-08"", ""type"": ""52w_high"", ""price"": 192.2}, {""date"": ""2024-10-11"", ""type"": ""52w_high"", ""price"": 212.59}, {""date"": ""2024-10-18"", ""type"": ""52w_high"", ""price"": 215.86}, {""date"": ""2024-10-24"", ""type"": ""52w_high"", ""price"": 235.89}, {""date"": ""2024-10-28"", ""type"": ""52w_high"", ""price"": 255.34}, {""date"": ""2024-11-07"", ""type"": ""52w_high"", ""price"": 270.81}, {""date"": ""2024-11-11"", ""type"": ""52w_high"", ""price"": 340.0}, {""date"": ""2024-11-18"", ""type"": ""52w_high"", ""price"": 384.79}]",141.69,,0.113900006,31.7,"[{""date"": ""2024-02-28"", ""volume_ratio"": 3.04, ""price"": 96.295, ""change_pct"": 10.46}]",0.98
