symbol,score,vol_score,price_score,market_score,fund_score,current_price,market_cap,sector,industry,max_vol_spike_30d,spike_days_2x,spike_days_3x,vol_trend_ratio,pct_from_52w_high,above_ma200,summary
PFGC,75,35,15,10,15,90.22,14628207616,Consumer Defensive,Food Distribution,2.52,3,0,1.17,17.3,False,vol 2X spike (3d) | vol trend up | multiple spike events | 17% from 52w high
IRM,75,40,10,10,15,82.69,38333079552,Real Estate,REIT - Specialty,3.45,4,2,1.22,23.0,False,vol 2X spike (4d) | vol 3X spike (2d) | vol trend up | multiple spike events
BALL,75,25,25,10,15,53.08,15580745728,Consumer Cyclical,Packaging & Containers,2.41,2,0,0.93,11.0,True,vol 2X spike (2d) | multiple spike events | above MA200 | 11% from 52w high
CRM,75,25,25,10,15,265.26,148738539520,Technology,Software - Application,2.4,2,0,0.99,27.1,True,vol 2X spike (2d) | multiple spike events | above MA200 | 27% from 52w high
EFX,75,35,15,10,15,220.18,21211181056,Industrials,Consulting Services,2.78,2,0,1.04,20.9,False,vol 2X spike (2d) | vol trend up | multiple spike events | 21% from 52w high
SO,75,35,15,10,15,86.89,103486242816,Utilities,Utilities - Regulated Electric,2.07,2,0,1.01,12.4,False,vol 2X spike (2d) | vol trend up | multiple spike events | 12% from 52w high
MSI,75,40,10,10,15,382.93,63740641280,Technology,Communication Equipment,3.66,2,1,1.22,21.6,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
VTRS,75,35,20,10,10,12.43,19995369472,Healthcare,Drug Manufacturers - Specialty & Generic,3.23,1,1,0.98,0.3,True,vol 2X spike (1d) | vol 3X spike (1d) | above MA200 | 0% from 52w high
FNF,75,35,15,10,15,54.64,13613988864,Financial Services,Insurance - Specialty,2.62,3,0,1.07,11.8,False,vol 2X spike (3d) | vol trend up | multiple spike events | 12% from 52w high
ETN,75,40,10,10,15,318.98,155906342912,Industrials,Specialty Industrial Machinery,3.04,2,1,1.11,19.2,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | 19% from 52w high
EXE,75,30,20,10,15,111.41,22951616512,Energy,Oil & Gas E&P,2.41,1,0,1.01,11.5,True,vol 2X spike (1d) | vol trend up | above MA200 | 12% from 52w high
UGI,75,30,20,10,15,37.35,6929204736,Utilities,Utilities - Regulated Gas,2.86,2,0,1.15,3.8,True,vol 2X spike (2d) | vol trend up | above MA200 | 4% from 52w high
XPEV,75,35,20,10,10,21.28,14928826368,Consumer Cyclical,Auto Manufacturers,3.34,1,1,0.88,24.6,True,vol 2X spike (1d) | vol 3X spike (1d) | above MA200 | 25% from 52w high
GOOG,75,30,20,10,15,314.33,4810436771840,Communication Services,Internet Content & Information,2.37,2,0,1.12,4.2,True,vol 2X spike (2d) | vol trend up | above MA200 | 4% from 52w high
J,75,40,10,10,15,133.59,13984318464,Industrials,Engineering & Construction,3.71,4,1,1.06,20.3,False,vol 2X spike (4d) | vol 3X spike (1d) | vol trend up | multiple spike events
PCAR,75,40,20,10,5,110.67,60159778816,Industrials,Farm & Heavy Construction Machinery,3.01,1,1,1.07,1.9,True,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | above MA200
AEP,75,25,25,10,15,114.25,70820700160,Utilities,Utilities - Regulated Electric,2.13,2,0,0.97,7.1,True,vol 2X spike (2d) | multiple spike events | above MA200 | 7% from 52w high
AXTA,75,40,20,10,5,32.81,6234366464,Basic Materials,Specialty Chemicals,4.85,3,1,1.06,14.5,True,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | above MA200
SOLV,75,40,20,10,5,80.16,12707560448,Healthcare,Medical Instruments & Supplies,3.06,1,1,1.06,9.1,True,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | above MA200
ORLY,75,35,15,10,15,91.47,77369933824,Consumer Cyclical,Auto Parts,3.05,1,1,1.0,15.9,False,vol 2X spike (1d) | vol 3X spike (1d) | 16% from 52w high | base pattern
HALO,75,25,25,10,15,67.7,7596572672,Healthcare,Biotechnology,2.7,3,0,0.99,14.8,True,vol 2X spike (3d) | multiple spike events | above MA200 | 15% from 52w high
C,75,30,20,10,15,116.05,214135193600,Financial Services,Banks - Diversified,2.86,1,0,1.02,4.6,True,vol 2X spike (1d) | vol trend up | above MA200 | 5% from 52w high
PM,75,25,25,10,15,160.52,266497982464,Consumer Defensive,Tobacco,2.85,2,0,0.91,11.0,True,vol 2X spike (2d) | multiple spike events | above MA200 | 11% from 52w high
GTM,75,40,10,10,15,10.03,1947779968,Technology,Software - Application,3.19,2,1,1.09,20.6,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
GAP,75,30,20,10,15,25.56,8538000384,Consumer Cyclical,Apparel Retail,2.38,1,0,1.03,10.2,True,vol 2X spike (1d) | vol trend up | above MA200 | 10% from 52w high
ENTG,75,30,20,10,15,86.56,22709452800,Technology,Semiconductor Equipment & Materials,2.27,1,0,1.07,21.2,True,vol 2X spike (1d) | vol trend up | above MA200 | 21% from 52w high
Z,75,35,15,10,15,69.36,9479259136,Communication Services,Internet Content & Information,3.92,1,1,0.92,26.1,False,vol 2X spike (1d) | vol 3X spike (1d) | 26% from 52w high | base pattern
GOOGL,75,30,20,10,15,313.63,4855869472768,Communication Services,Internet Content & Information,2.44,3,0,1.13,4.5,True,vol 2X spike (3d) | vol trend up | above MA200 | 4% from 52w high
SLM,75,40,10,10,15,27.02,4237684480,Financial Services,Credit Services,6.56,3,1,1.02,21.6,False,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
AMTM,75,40,20,10,5,29.3,5983729664,Industrials,Specialty Business Services,5.44,5,2,1.35,8.1,True,vol 2X spike (5d) | vol 3X spike (2d) | vol trend up | multiple spike events
NVST,75,25,25,10,15,21.91,3944524800,Healthcare,Medical Instruments & Supplies,2.22,2,0,0.99,3.4,True,vol 2X spike (2d) | multiple spike events | above MA200 | 3% from 52w high
APT,75,35,15,10,15,4.35,65797044,Industrials,Building Products & Equipment,2.98,2,0,1.18,29.8,False,vol 2X spike (2d) | vol trend up | multiple spike events | 30% from 52w high
VEEV,75,40,10,10,15,224.64,27146471424,Healthcare,Health Information Services,3.47,3,1,1.3,27.7,False,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
NCNO,75,35,15,10,15,26.04,2035658240,Technology,Software - Application,2.67,3,0,1.12,26.7,False,vol 2X spike (3d) | vol trend up | multiple spike events | 27% from 52w high
ADBE,75,35,15,10,15,352.51,102278766592,Technology,Software - Application,2.38,2,0,1.08,24.3,False,vol 2X spike (2d) | vol trend up | multiple spike events | 24% from 52w high
INTU,75,35,15,10,15,666.59,110282801152,Technology,Software - Application,2.41,2,0,1.09,17.5,False,vol 2X spike (2d) | vol trend up | multiple spike events | 18% from 52w high
MPC,75,40,10,10,15,163.0,71486521344,Energy,Oil & Gas Refining & Marketing,3.3,1,1,1.08,18.6,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | 19% from 52w high
AVB,75,35,15,10,15,181.23,25607749632,Real Estate,REIT - Residential,2.2,2,0,1.07,17.5,False,vol 2X spike (2d) | vol trend up | multiple spike events | 18% from 52w high
ESI,75,30,20,10,15,25.21,10694355968,Basic Materials,Specialty Chemicals,2.56,2,0,1.04,9.4,True,vol 2X spike (2d) | vol trend up | above MA200 | 9% from 52w high
NYT,75,30,20,10,15,69.38,12853518336,Communication Services,Publishing,2.23,1,0,1.01,2.1,True,vol 2X spike (1d) | vol trend up | above MA200 | 2% from 52w high
PNR,75,25,25,10,15,105.19,12414537728,Industrials,Specialty Industrial Machinery,2.58,2,0,0.98,7.0,True,vol 2X spike (2d) | multiple spike events | above MA200 | 7% from 52w high
TAP,75,40,15,10,10,46.32,7954053120,Consumer Defensive,Beverages - Brewers,6.41,1,1,1.14,25.5,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | 25% from 52w high
LEA,75,30,20,10,15,115.6,6997784576,Consumer Cyclical,Auto Parts,2.55,1,0,1.04,2.4,True,vol 2X spike (1d) | vol trend up | above MA200 | 2% from 52w high
OLLI,75,40,10,10,15,109.49,4986964992,Consumer Defensive,Discount Stores,3.08,3,1,1.11,22.8,False,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
MTG,75,35,25,10,5,29.27,5657364992,Financial Services,Insurance - Specialty,3.14,1,1,0.98,1.2,True,vol 2X spike (1d) | vol 3X spike (1d) | above MA200 | 1% from 52w high
GEHC,75,30,20,10,15,83.26,28871981056,Healthcare,Medical Devices,2.44,3,0,1.03,12.0,True,vol 2X spike (3d) | vol trend up | above MA200 | 12% from 52w high
PRU,75,30,20,10,15,112.17,35013844992,Financial Services,Insurance - Life,2.01,1,0,1.03,3.9,True,vol 2X spike (1d) | vol trend up | above MA200 | 4% from 52w high
PANW,75,40,10,10,15,186.85,168590688256,Technology,Software - Infrastructure,3.41,3,1,1.14,16.4,False,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
PG,75,35,15,10,15,141.97,340953464832,Consumer Defensive,Household & Personal Products,2.29,2,0,1.14,18.4,False,vol 2X spike (2d) | vol trend up | multiple spike events | 18% from 52w high
LFUS,75,30,25,10,10,256.8,11557787648,Technology,Electronic Components,2.33,1,0,1.04,6.2,True,vol 2X spike (1d) | vol trend up | above MA200 | 6% from 52w high
DBX,75,35,15,10,15,27.66,6896653824,Technology,Software - Infrastructure,2.64,2,0,1.06,17.0,False,vol 2X spike (2d) | vol trend up | multiple spike events | 17% from 52w high
MU,75,30,20,10,15,292.51,842203070464,Technology,Semiconductors,2.53,2,0,1.06,2.1,True,vol 2X spike (2d) | vol trend up | above MA200 | 2% from 52w high
FFIV,75,40,10,10,15,259.37,19974107136,Technology,Software - Infrastructure,3.34,4,3,1.09,25.0,False,vol 2X spike (4d) | vol 3X spike (3d) | vol trend up | multiple spike events
CTAS,75,35,15,10,15,189.91,66802544640,Industrials,Specialty Business Services,3.34,1,1,0.97,16.6,False,vol 2X spike (1d) | vol 3X spike (1d) | 17% from 52w high | base pattern
ABT,75,35,15,10,15,124.37,146869682176,Healthcare,Medical Devices,2.46,2,0,1.04,9.7,False,vol 2X spike (2d) | vol trend up | multiple spike events | 10% from 52w high
MHK,75,40,10,10,15,109.68,6328764928,Consumer Cyclical,"Furnishings, Fixtures & Appliances",14.1,1,1,1.21,23.4,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | 23% from 52w high
CBSH,75,35,15,10,15,52.54,7564376576,Financial Services,Banks - Regional,3.33,1,1,0.98,18.0,False,vol 2X spike (1d) | vol 3X spike (1d) | 18% from 52w high | base pattern
CINF,75,25,25,10,15,163.98,24981907456,Financial Services,Insurance - Property & Casualty,2.1,2,0,0.97,2.4,True,vol 2X spike (2d) | multiple spike events | above MA200 | 2% from 52w high
APTV,75,30,20,10,15,76.9,12261293056,Consumer Cyclical,Auto Parts,2.7,1,0,1.04,13.4,True,vol 2X spike (1d) | vol trend up | above MA200 | 13% from 52w high
VICI,75,35,15,10,15,27.89,31054340096,Real Estate,REIT - Diversified,2.66,6,0,1.22,14.1,False,vol 2X spike (6d) | vol trend up | multiple spike events | 14% from 52w high
NWS,75,35,15,10,15,29.81,17134386176,Communication Services,Entertainment,4.04,1,1,1.0,15.6,False,vol 2X spike (1d) | vol 3X spike (1d) | 16% from 52w high | base pattern
HUT,75,35,20,10,10,46.28,11086016512,Financial Services,Capital Markets,3.08,1,1,0.89,19.2,True,vol 2X spike (1d) | vol 3X spike (1d) | above MA200 | 19% from 52w high
VMC,75,25,25,10,15,288.33,36814057472,Basic Materials,Building Materials,2.24,3,0,0.96,7.2,True,vol 2X spike (3d) | multiple spike events | above MA200 | 7% from 52w high
JLL,75,30,20,10,15,339.13,15303848960,Real Estate,Real Estate Services,2.15,1,0,1.01,2.5,True,vol 2X spike (1d) | vol trend up | above MA200 | 2% from 52w high
CBRE,70,20,25,10,15,163.31,42847850496,Real Estate,Real Estate Services,2.97,1,0,0.96,4.5,True,vol 2X spike (1d) | above MA200 | 4% from 52w high | base pattern
XP,70,35,10,10,15,16.54,9904706560,Financial Services,Capital Markets,2.65,2,0,1.05,19.1,False,vol 2X spike (2d) | vol trend up | multiple spike events | 19% from 52w high
TGT,70,30,25,10,5,96.45,56885575680,Consumer Defensive,Discount Stores,2.42,1,0,1.08,29.9,True,vol 2X spike (1d) | vol trend up | above MA200 | 30% from 52w high
FCN,70,20,25,10,15,172.67,4940608512,Industrials,Consulting Services,2.78,1,0,0.81,15.6,True,vol 2X spike (1d) | above MA200 | 16% from 52w high | base pattern
SATS,70,40,20,10,0,109.2,36849041408,Communication Services,Telecom Services,5.22,3,1,1.3,2.0,True,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
AZO,70,35,10,10,15,3398.85,57924251648,Consumer Cyclical,Auto Parts,2.74,2,0,1.09,22.5,False,vol 2X spike (2d) | vol trend up | multiple spike events | 23% from 52w high
LMT,70,20,25,10,15,485.44,116782776320,Industrials,Aerospace & Defense,2.1,1,0,1.0,4.7,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
SSB,70,20,25,10,15,93.94,9403479040,Financial Services,Banks - Regional,2.22,1,0,0.97,11.1,True,vol 2X spike (1d) | above MA200 | 11% from 52w high | base pattern
VVV,70,35,10,10,15,29.45,4542835200,Consumer Cyclical,Auto & Truck Dealerships,2.62,6,0,1.24,28.7,False,vol 2X spike (6d) | vol trend up | multiple spike events | 29% from 52w high
EMR,70,20,25,10,15,134.77,79147728896,Industrials,Specialty Industrial Machinery,2.34,1,0,0.95,9.2,True,vol 2X spike (1d) | above MA200 | 9% from 52w high | base pattern
NRG,70,20,25,10,15,159.44,29139341312,Utilities,Utilities - Independent Power Producers,2.27,1,0,0.9,10.9,True,vol 2X spike (1d) | above MA200 | 11% from 52w high | base pattern
LNG,70,35,10,10,15,192.93,50455973888,Energy,Oil & Gas Midstream,2.33,2,0,1.05,24.2,False,vol 2X spike (2d) | vol trend up | multiple spike events | 24% from 52w high
DVA,70,40,5,10,15,113.82,12750350336,Healthcare,Medical Care Facilities,5.85,2,1,1.03,36.6,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
TDG,70,30,15,10,15,1316.45,67963777024,Industrials,Aerospace & Defense,2.28,2,0,1.01,13.4,False,vol 2X spike (2d) | vol trend up | 13% from 52w high | base pattern
NTRA,70,30,20,10,10,229.98,27733295104,Healthcare,Diagnostics & Research,2.75,2,0,1.04,6.9,True,vol 2X spike (2d) | vol trend up | above MA200 | 7% from 52w high
ZBH,70,30,15,10,15,90.54,15927766016,Healthcare,Medical Devices,2.78,1,0,1.02,20.1,False,vol 2X spike (1d) | vol trend up | 20% from 52w high | base pattern
AAPL,70,20,25,10,15,272.82,4308095467520,Technology,Consumer Electronics,2.98,1,0,0.95,5.4,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
GL,70,20,25,10,15,140.85,11730570240,Financial Services,Insurance - Life,2.07,1,0,0.91,4.1,True,vol 2X spike (1d) | above MA200 | 4% from 52w high | base pattern
VNT,70,25,20,10,15,37.83,4236672000,Technology,Scientific & Technical Instruments,2.28,2,0,0.96,13.7,True,vol 2X spike (2d) | multiple spike events | above MA200 | 14% from 52w high
HUBB,70,20,25,10,15,445.4,26028802048,Industrials,Electrical Equipment & Parts,2.31,1,0,0.89,7.5,True,vol 2X spike (1d) | above MA200 | 7% from 52w high | base pattern
CFR,70,20,25,10,15,127.38,8719370240,Financial Services,Banks - Regional,2.25,1,0,0.99,9.7,True,vol 2X spike (1d) | above MA200 | 10% from 52w high | base pattern
BLD,70,20,25,10,15,425.11,12045688832,Industrials,Engineering & Construction,2.66,1,0,0.87,7.9,True,vol 2X spike (1d) | above MA200 | 8% from 52w high | base pattern
INVH,70,30,15,10,15,27.62,17066825728,Real Estate,REIT - Residential,2.07,1,0,1.03,19.5,False,vol 2X spike (1d) | vol trend up | 20% from 52w high | base pattern
GDDY,70,40,5,10,15,126.08,12078070784,Technology,Software - Infrastructure,3.08,1,1,1.01,41.6,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | base pattern
META,70,35,10,10,15,665.38,1547498946560,Communication Services,Internet Content & Information,3.12,1,1,0.92,16.2,False,vol 2X spike (1d) | vol 3X spike (1d) | 16% from 52w high | SPY > MA50
FERG,70,20,25,10,15,223.83,46804955136,Industrials,Industrial Distribution,2.22,1,0,0.97,12.2,True,vol 2X spike (1d) | above MA200 | 12% from 52w high | base pattern
DELL,70,25,20,10,15,126.97,169348153344,Technology,Computer Hardware,2.31,3,0,0.98,23.9,True,vol 2X spike (3d) | multiple spike events | above MA200 | 24% from 52w high
RS,70,20,25,10,15,290.34,18851708928,Basic Materials,Steel,2.54,1,0,0.96,15.4,True,vol 2X spike (1d) | above MA200 | 15% from 52w high | base pattern
MTB,70,20,25,10,15,202.14,31066853376,Financial Services,Banks - Regional,2.79,1,0,0.84,2.3,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
RKLB,70,30,20,10,10,70.45,61040865280,Industrials,Aerospace & Defense,2.27,2,0,1.02,11.7,True,vol 2X spike (2d) | vol trend up | above MA200 | 12% from 52w high
WYNN,70,20,25,10,15,120.07,10629836800,Consumer Cyclical,Resorts & Casinos,2.14,1,0,0.92,10.7,True,vol 2X spike (1d) | above MA200 | 11% from 52w high | base pattern
FRT,70,20,25,10,15,99.6,10054720512,Real Estate,REIT - Retail,2.38,1,0,0.97,5.8,True,vol 2X spike (1d) | above MA200 | 6% from 52w high | base pattern
FDS,70,40,5,10,15,289.9,8146364416,Financial Services,Financial Data & Stock Exchanges,4.92,3,1,1.02,40.2,False,vol 2X spike (3d) | vol 3X spike (1d) | vol trend up | multiple spike events
DTM,70,20,25,10,15,120.05,14567616512,Energy,Oil & Gas Midstream,2.15,1,0,0.99,0.9,True,vol 2X spike (1d) | above MA200 | 1% from 52w high | base pattern
REXR,70,30,25,10,5,38.78,8391589376,Real Estate,REIT - Industrial,2.16,1,0,1.09,10.5,True,vol 2X spike (1d) | vol trend up | above MA200 | 10% from 52w high
BPOP,70,20,25,10,15,125.24,9634209792,Financial Services,Banks - Regional,2.49,1,0,0.99,2.0,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
SGI,70,20,25,10,15,90.13,14578708480,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.29,1,0,0.93,5.3,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
BAM,70,30,15,10,15,52.16,81516273664,Financial Services,Asset Management,2.08,1,0,1.01,16.5,False,vol 2X spike (1d) | vol trend up | 16% from 52w high | base pattern
ADM,70,20,25,10,15,57.73,37428744192,Consumer Defensive,Farm Products,2.29,1,0,0.86,9.8,True,vol 2X spike (1d) | above MA200 | 10% from 52w high | base pattern
PNW,70,20,25,10,15,87.61,12027826176,Utilities,Utilities - Regulated Electric,2.03,1,0,0.94,4.7,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
AMAT,70,35,20,10,5,259.65,345569492992,Technology,Semiconductor Equipment & Materials,3.29,1,1,0.95,5.8,True,vol 2X spike (1d) | vol 3X spike (1d) | above MA200 | 6% from 52w high
BJ,70,30,15,10,15,90.09,11871565824,Consumer Defensive,Discount Stores,2.22,2,0,1.1,25.6,False,vol 2X spike (2d) | vol trend up | 26% from 52w high | base pattern
ROL,70,20,25,10,15,60.25,25917188096,Consumer Cyclical,Personal Services,2.56,1,0,0.97,2.3,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
DLR,70,35,10,10,15,155.33,69862203392,Real Estate,REIT - Specialty,2.97,2,0,1.11,14.1,False,vol 2X spike (2d) | vol trend up | multiple spike events | 14% from 52w high
CME,70,20,25,10,15,269.39,101913567232,Financial Services,Financial Data & Stock Exchanges,2.32,1,0,1.0,3.8,True,vol 2X spike (1d) | above MA200 | 4% from 52w high | base pattern
SPG,70,20,25,10,15,184.7,76935553024,Real Estate,REIT - Retail,2.95,1,0,1.0,1.2,True,vol 2X spike (1d) | above MA200 | 1% from 52w high | base pattern
REGN,70,25,20,10,15,773.01,74948378624,Healthcare,Biotechnology,2.23,2,0,1.0,2.4,True,vol 2X spike (2d) | multiple spike events | above MA200 | 2% from 52w high
LIN,70,35,10,10,15,426.93,228011196416,Basic Materials,Specialty Chemicals,2.5,2,0,1.11,11.3,False,vol 2X spike (2d) | vol trend up | multiple spike events | 11% from 52w high
BK,70,20,25,10,15,115.89,89572458496,Financial Services,Banks - Diversified,2.54,1,0,0.99,2.1,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
CDW,70,40,5,10,15,137.7,13387283456,Technology,Information Technology Services,8.67,1,1,1.05,37.0,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | base pattern
PNC,70,20,25,10,15,207.86,87079297024,Financial Services,Banks - Regional,2.29,1,0,0.92,1.6,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
ATI,70,25,20,10,15,116.17,21615552512,Industrials,Metal Fabrication,2.13,2,0,0.96,1.1,True,vol 2X spike (2d) | multiple spike events | above MA200 | 1% from 52w high
NVT,70,25,20,10,15,102.66,27484389376,Industrials,Electrical Equipment & Parts,2.44,3,0,1.0,12.3,True,vol 2X spike (3d) | multiple spike events | above MA200 | 12% from 52w high
DTE,70,30,15,10,15,128.77,29248782336,Utilities,Utilities - Regulated Electric,2.47,3,0,1.07,8.9,False,vol 2X spike (3d) | vol trend up | 9% from 52w high | base pattern
INGR,70,40,15,10,5,109.56,6765570048,Consumer Defensive,Packaged Foods,3.95,1,1,1.07,20.6,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | 21% from 52w high
CB,70,20,25,10,15,313.22,123975606272,Financial Services,Insurance - Property & Casualty,2.32,1,0,0.98,0.3,True,vol 2X spike (1d) | above MA200 | 0% from 52w high | base pattern
MSA,70,30,15,10,15,162.15,6560378880,Industrials,Security & Protection Services,2.01,1,0,1.03,10.5,False,vol 2X spike (1d) | vol trend up | 11% from 52w high | base pattern
GIS,70,30,15,10,15,45.26,18508064768,Consumer Defensive,Packaged Foods,2.54,2,0,1.08,28.2,False,vol 2X spike (2d) | vol trend up | 28% from 52w high | base pattern
PKG,70,20,25,10,15,207.04,20036435968,Consumer Cyclical,Packaging & Containers,2.33,2,0,0.99,12.0,True,vol 2X spike (2d) | above MA200 | 12% from 52w high | base pattern
CUBE,70,30,15,10,15,35.26,9209032704,Real Estate,REIT - Industrial,2.65,1,0,1.06,15.7,False,vol 2X spike (1d) | vol trend up | 16% from 52w high | base pattern
BF-B,70,40,5,10,15,26.09,12696915968,Consumer Defensive,Beverages - Wineries & Distilleries,3.11,2,2,1.17,31.7,False,vol 2X spike (2d) | vol 3X spike (2d) | vol trend up | multiple spike events
APH,70,20,25,10,15,135.93,157506928640,Technology,Electronic Components,2.14,1,0,0.96,5.5,True,vol 2X spike (1d) | above MA200 | 5% from 52w high | base pattern
NNN,70,30,15,10,15,38.72,8439409152,Real Estate,REIT - Retail,2.43,1,0,1.06,7.3,False,vol 2X spike (1d) | vol trend up | 7% from 52w high | base pattern
RTX,70,20,25,10,15,183.4,237137477632,Industrials,Aerospace & Defense,2.55,1,0,0.96,2.1,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
CPNG,70,40,10,10,10,24.13,30480189440,Consumer Cyclical,Internet Retail,3.09,4,1,1.31,29.2,False,vol 2X spike (4d) | vol 3X spike (1d) | vol trend up | multiple spike events
DE,70,40,15,10,5,466.95,155268481024,Industrials,Farm & Heavy Construction Machinery,3.9,2,1,1.15,11.4,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
HAYW,70,20,25,10,15,15.75,3163320320,Industrials,Electrical Equipment & Parts,2.07,1,0,0.84,11.2,True,vol 2X spike (1d) | above MA200 | 11% from 52w high | base pattern
BIO,70,20,25,10,15,304.51,6806009856,Healthcare,Medical Devices,2.01,1,0,0.85,18.5,True,vol 2X spike (1d) | above MA200 | 19% from 52w high | base pattern
WEX,70,20,25,10,15,151.29,4910395904,Technology,Software - Infrastructure,2.1,1,0,0.93,19.8,True,vol 2X spike (1d) | above MA200 | 20% from 52w high | base pattern
PPG,70,30,15,10,15,103.09,24432068608,Basic Materials,Specialty Chemicals,2.02,1,0,1.02,14.7,False,vol 2X spike (1d) | vol trend up | 15% from 52w high | base pattern
BDX,70,20,25,10,15,152.83,41174003712,Healthcare,Medical Instruments & Supplies,2.52,1,0,0.92,20.7,True,vol 2X spike (1d) | above MA200 | 21% from 52w high | base pattern
TMO,70,20,25,10,15,582.87,172803981312,Healthcare,Diagnostics & Research,2.06,1,0,0.91,4.2,True,vol 2X spike (1d) | above MA200 | 4% from 52w high | base pattern
IR,70,20,25,10,15,80.63,29643765760,Industrials,Specialty Industrial Machinery,2.12,1,0,0.9,15.8,True,vol 2X spike (1d) | above MA200 | 16% from 52w high | base pattern
HLNE,70,35,10,10,15,135.1,4963984896,Financial Services,Asset Management,3.04,1,1,0.98,23.3,False,vol 2X spike (1d) | vol 3X spike (1d) | 23% from 52w high | SPY > MA50
GWRE,70,35,10,10,15,202.52,11770904576,Technology,Software - Application,2.62,5,0,1.22,25.7,False,vol 2X spike (5d) | vol trend up | multiple spike events | 26% from 52w high
FAF,70,20,25,10,15,61.55,7238976000,Financial Services,Insurance - Specialty,2.17,1,0,0.84,8.1,True,vol 2X spike (1d) | above MA200 | 8% from 52w high | base pattern
MAS,70,30,15,10,15,63.93,14472427520,Industrials,Building Products & Equipment,2.3,1,0,1.05,20.4,False,vol 2X spike (1d) | vol trend up | 20% from 52w high | base pattern
ODFL,70,35,20,10,5,159.09,41246351360,Industrials,Trucking,2.33,3,0,1.06,23.4,True,vol 2X spike (3d) | vol trend up | multiple spike events | above MA200
IEX,70,20,25,10,15,178.63,16055346176,Industrials,Specialty Industrial Machinery,2.4,1,0,0.97,19.7,True,vol 2X spike (1d) | above MA200 | 20% from 52w high | base pattern
MMM,70,20,25,10,15,160.45,74735370240,Industrials,Conglomerates,2.5,1,0,0.89,7.7,True,vol 2X spike (1d) | above MA200 | 8% from 52w high | base pattern
OKTA,70,40,5,10,15,87.43,14711567360,Technology,Software - Infrastructure,3.16,3,2,1.2,31.5,False,vol 2X spike (3d) | vol 3X spike (2d) | vol trend up | multiple spike events
RSG,70,30,15,10,15,213.45,61482872832,Industrials,Waste Management,2.87,1,0,1.09,16.6,False,vol 2X spike (1d) | vol trend up | 17% from 52w high | base pattern
HLT,70,20,25,10,15,290.29,72114446336,Consumer Cyclical,Lodging,2.2,1,0,0.95,1.5,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
RYN,70,30,15,10,15,21.46,6194574848,Real Estate,REIT - Specialty,2.39,1,0,1.02,15.7,False,vol 2X spike (1d) | vol trend up | 16% from 52w high | base pattern
MTN,70,40,15,10,5,130.97,4469097472,Consumer Cyclical,Resorts & Casinos,3.18,2,1,1.23,26.2,False,vol 2X spike (2d) | vol 3X spike (1d) | vol trend up | multiple spike events
FTNT,70,40,5,10,15,80.31,83510878208,Technology,Software - Infrastructure,3.59,1,1,1.04,30.1,False,vol 2X spike (1d) | vol 3X spike (1d) | vol trend up | base pattern
CMI,70,25,20,10,15,511.89,93770473472,Industrials,Specialty Industrial Machinery,2.41,2,0,0.99,2.4,True,vol 2X spike (2d) | multiple spike events | above MA200 | 2% from 52w high
BOKF,70,20,25,10,15,119.08,8048876032,Financial Services,Banks - Regional,2.5,1,0,0.93,2.1,True,vol 2X spike (1d) | above MA200 | 2% from 52w high | base pattern
OSK,70,20,25,10,15,126.17,8643707904,Industrials,Farm & Heavy Construction Machinery,2.38,1,0,0.84,11.9,True,vol 2X spike (1d) | above MA200 | 12% from 52w high | base pattern
